utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1648665580437,4071881283000000,18,,-1328628917154591220,0.42578697204589844,49.75133924745023,16.160521221678483,10.52271681180152,239,12,0.0,89103,326398359736124,10,34.7,298.10748291015625,0.044600002467632294,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.06,28.700000000000003,,,,,,
1648665580437,4071881283000000,18,,-1328628917154591220,0.42578697204589844,49.75133924745023,16.160521221678483,10.52271681180152,239,19,0.0,89103,326398349561341,11,33.4,-0.9404342174530029,0.04840000346302986,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.06,27.4,,,,,,
1648665580437,4071881283000000,18,,-1328628917154591220,0.42578697204589844,49.75133924745023,16.160521221678483,10.52271681180152,239,25,0.0,89103,326398351988244,21,26.1,323.6988525390625,0.13369999825954437,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.06,20.1,,,,,,
1648665580437,4071881283000000,18,,-1328628917154591220,0.42578697204589844,49.75133924745023,16.160521221678483,10.52271681180152,239,36,0.0,89103,326398348365007,13,31.0,-402.8870849609375,0.04919999837875366,16,0.0,0.0,1.57542003E9,,,,0,,6,-0.06,25.0,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,1,0.0,81935,326399362310945,12,32.9,-527.6874389648438,0.026900000870227814,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,29.4,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,8,0.0,81935,326399369766966,14,30.5,-15.623649597167969,0.03930000215768814,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,27.0,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,10,0.0,81935,326399364054235,4,42.1,439.53875732421875,0.024800000712275505,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,38.6,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,16,0.0,81935,326399353640495,31,23.0,716.931396484375,0.7459999918937683,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,19.5,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,21,0.0,81935,326399366979745,7,37.1,-172.74334716796875,0.029600001871585846,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,33.6,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,22,0.0,81935,326399358160896,35,22.3,-524.4017944335938,0.8134999871253967,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,18.8,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,23,0.0,81935,326399355765007,5,40.4,665.7850952148438,0.04190000146627426,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,36.9,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,27,0.0,81935,326399367186263,11,33.3,429.4753112792969,0.033399999141693115,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,29.799999999999997,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,32,0.0,81935,326399360675748,8,36.2,-414.9927673339844,0.021199999377131462,16,0.0,0.0,1.57542003E9,,,,0,,1,0.03,32.7,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,12,0.0,16399,326385357297310,14,30.5,-466.9719543457031,0.05130000412464142,16,0.0,0.0,1.56109798E9,,,,0,,5,0.33,24.5,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,16,0.0,16399,326385303565154,8,36.5,-251.4704132080078,0.025700001046061516,16,0.0,0.0,1.56109798E9,,,,0,,5,0.33,30.5,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,19,0.0,16399,326385363072618,5,40.0,136.793701171875,0.023900002241134644,16,0.0,0.0,1.56109798E9,,,,0,,5,0.33,34.0,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,22,0.0,16399,326385360236867,19,27.5,-467.74053955078125,0.04129999876022339,16,0.0,0.0,1.56109798E9,,,,0,,5,0.33,21.5,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,2,0.0,89103,326399349326112,9,35.6,-149.37289428710938,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,29.6,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,4,0.0,89103,326399350209278,24,25.4,-488.63775634765625,0.40880000591278076,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,19.4,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,11,0.0,89103,326399362998234,14,30.0,-117.22012329101562,0.052800003439188004,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,24.0,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,12,0.0,89103,326399359735130,7,37.1,297.7026062011719,0.04309999942779541,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,31.1,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,19,0.0,89103,326399349561341,9,35.9,-1.4365100860595703,0.0471000038087368,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,29.9,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,25,0.0,89103,326399351987174,24,25.3,325.9005432128906,0.4043000042438507,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,19.3,,,,,,
1648665581437,4071882283000000,18,,-1328628917154591221,0.7999382019042969,42.96704719308764,8.558689983955665,11.633101739936578,239,36,0.0,89103,326399348366348,14,30.0,-403.0342712402344,0.049800001084804535,16,0.0,0.0,1.57542003E9,,,,0,,6,0.1,24.0,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,1,0.0,81935,326400362312704,13,31.2,-525.9523315429688,0.028200000524520874,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,27.7,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,8,0.0,81935,326400369767013,10,34.4,-13.892546653747559,0.035599999129772186,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,30.9,,,,,,
